La Libertad Avanza,Union por la Patria,Fuente,fecha_mediana,La Libertad Avanza_Encuestas,Union por la Patria_Encuestas,dia,mes,anio
6831.0,7819.0,8,2023-11-07 00:00:00,43.2,45.9,7,11,2023
939.0,939.0,9,2023-11-07 00:00:00,43.2,45.9,7,11,2023
3910.0,5771.0,10,2023-11-07 00:00:00,43.2,45.9,7,11,2023
2845.0,3482.0,11,2023-11-07 00:00:00,43.2,45.9,7,11,2023
12127.0,9847.0,12,2023-11-07 00:00:00,43.2,45.9,7,11,2023
9086.0,9181.0,13,2023-11-07 00:00:00,43.2,45.9,7,11,2023
1020.0,1214.0,14,2023-11-07 00:00:00,43.2,45.9,7,11,2023
665.0,1323.0,15,2023-11-07 00:00:00,43.2,45.9,7,11,2023
511.0,751.0,1,2023-11-07 00:00:00,48.6,44.6,7,11,2023
0.0,3075.0,2,2023-11-07 00:00:00,48.6,44.6,7,11,2023
5052.0,6450.5,3,2023-11-07 00:00:00,48.6,44.6,7,11,2023
989.5,158.0,4,2023-11-07 00:00:00,48.6,44.6,7,11,2023
0.0,0.0,5,2023-11-07 00:00:00,48.6,44.6,7,11,2023
10829.0,8826.0,6,2023-11-07 00:00:00,48.6,44.6,7,11,2023
8530.0,7541.5,7,2023-11-07 00:00:00,48.6,44.6,7,11,2023
6831.0,7819.0,8,2023-11-07 00:00:00,48.6,44.6,7,11,2023
939.0,939.0,9,2023-11-07 00:00:00,48.6,44.6,7,11,2023
3910.0,5771.0,10,2023-11-07 00:00:00,48.6,44.6,7,11,2023
2845.0,3482.0,11,2023-11-07 00:00:00,48.6,44.6,7,11,2023
12127.0,9847.0,12,2023-11-07 00:00:00,48.6,44.6,7,11,2023
9086.0,9181.0,13,2023-11-07 00:00:00,48.6,44.6,7,11,2023
1020.0,1214.0,14,2023-11-07 00:00:00,48.6,44.6,7,11,2023
665.0,1323.0,15,2023-11-07 00:00:00,48.6,44.6,7,11,2023
509.0,760.0,1,2023-11-07 00:00:00,50.3,42.9,7,11,2023
0.0,0.0,2,2023-11-07 00:00:00,50.3,42.9,7,11,2023
6779.0,7849.0,3,2023-11-07 00:00:00,50.3,42.9,7,11,2023
0.0,0.0,4,2023-11-07 00:00:00,50.3,42.9,7,11,2023
0.0,0.0,5,2023-11-07 00:00:00,50.3,42.9,7,11,2023
14138.0,13095.0,6,2023-11-07 00:00:00,50.3,42.9,7,11,2023
8771.5,5500.0,7,2023-11-07 00:00:00,50.3,42.9,7,11,2023
7819.0,15362.0,8,2023-11-07 00:00:00,50.3,42.9,7,11,2023
0.0,1597.0,9,2023-11-07 00:00:00,50.3,42.9,7,11,2023
4689.0,5186.0,10,2023-11-07 00:00:00,50.3,42.9,7,11,2023
2673.5,3482.0,11,2023-11-07 00:00:00,50.3,42.9,7,11,2023
23595.0,14473.0,12,2023-11-07 00:00:00,50.3,42.9,7,11,2023
8526.5,8956.5,13,2023-11-07 00:00:00,50.3,42.9,7,11,2023
824.0,824.0,14,2023-11-07 00:00:00,50.3,42.9,7,11,2023
455.0,296.0,15,2023-11-07 00:00:00,50.3,42.9,7,11,2023
507.0,751.0,1,2023-11-07 00:00:00,42.1,44.2,7,11,2023
0.0,3075.0,2,2023-11-07 00:00:00,42.1,44.2,7,11,2023
5479.5,7849.0,3,2023-11-07 00:00:00,42.1,44.2,7,11,2023
989.5,158.0,4,2023-11-07 00:00:00,42.1,44.2,7,11,2023
0.0,0.0,5,2023-11-07 00:00:00,42.1,44.2,7,11,2023
13095.0,9764.0,6,2023-11-07 00:00:00,42.1,44.2,7,11,2023
7386.0,7113.0,7,2023-11-07 00:00:00,42.1,44.2,7,11,2023
7325.0,8080.0,8,2023-11-07 00:00:00,42.1,44.2,7,11,2023
569.0,1057.0,9,2023-11-07 00:00:00,42.1,44.2,7,11,2023
3910.0,5186.0,10,2023-11-07 00:00:00,42.1,44.2,7,11,2023
2845.0,5362.0,11,2023-11-07 00:00:00,42.1,44.2,7,11,2023
23595.0,14473.0,12,2023-11-07 00:00:00,42.1,44.2,7,11,2023
5556.0,8956.5,13,2023-11-07 00:00:00,42.1,44.2,7,11,2023
1020.0,1214.0,14,2023-11-07 00:00:00,42.1,44.2,7,11,2023
560.0,809.5,15,2023-11-07 00:00:00,42.1,44.2,7,11,2023
507.0,751.0,1,2023-11-07 00:00:00,48.2,44.1,7,11,2023
0.0,3075.0,2,2023-11-07 00:00:00,48.2,44.1,7,11,2023
5479.5,7849.0,3,2023-11-07 00:00:00,48.2,44.1,7,11,2023
989.5,158.0,4,2023-11-07 00:00:00,48.2,44.1,7,11,2023
0.0,0.0,5,2023-11-07 00:00:00,48.2,44.1,7,11,2023
13095.0,9764.0,6,2023-11-07 00:00:00,48.2,44.1,7,11,2023
7386.0,7113.0,7,2023-11-07 00:00:00,48.2,44.1,7,11,2023
7325.0,8080.0,8,2023-11-07 00:00:00,48.2,44.1,7,11,2023
569.0,1057.0,9,2023-11-07 00:00:00,48.2,44.1,7,11,2023
3910.0,5186.0,10,2023-11-07 00:00:00,48.2,44.1,7,11,2023
2845.0,5362.0,11,2023-11-07 00:00:00,48.2,44.1,7,11,2023
23595.0,14473.0,12,2023-11-07 00:00:00,48.2,44.1,7,11,2023
5556.0,8956.5,13,2023-11-07 00:00:00,48.2,44.1,7,11,2023
1020.0,1214.0,14,2023-11-07 00:00:00,48.2,44.1,7,11,2023
560.0,809.5,15,2023-11-07 00:00:00,48.2,44.1,7,11,2023
1301.0,557.0,1,2023-11-06 00:00:00,50.2,46.6,6,11,2023
0.0,3075.0,2,2023-11-06 00:00:00,50.2,46.6,6,11,2023
4180.0,9835.0,3,2023-11-06 00:00:00,50.2,46.6,6,11,2023
989.5,158.0,4,2023-11-06 00:00:00,50.2,46.6,6,11,2023
0.0,0.0,5,2023-11-06 00:00:00,50.2,46.6,6,11,2023
6669.0,7568.0,6,2023-11-06 00:00:00,50.2,46.6,6,11,2023
7386.0,8444.0,7,2023-11-06 00:00:00,50.2,46.6,6,11,2023
5725.5,7282.0,8,2023-11-06 00:00:00,50.2,46.6,6,11,2023
569.0,604.0,9,2023-11-06 00:00:00,50.2,46.6,6,11,2023
2480.0,4387.5,10,2023-11-06 00:00:00,50.2,46.6,6,11,2023
3420.5,5039.0,11,2023-11-06 00:00:00,50.2,46.6,6,11,2023
0.0,0.0,12,2023-11-06 00:00:00,50.2,46.6,6,11,2023
7443.0,8342.0,13,2023-11-06 00:00:00,50.2,46.6,6,11,2023
1216.0,1522.0,14,2023-11-06 00:00:00,50.2,46.6,6,11,2023
665.0,1323.0,15,2023-11-06 00:00:00,50.2,46.6,6,11,2023
1078.0,874.0,1,2023-10-29 00:00:00,45.3,46.7,29,10,2023
3173.5,2258.0,2,2023-10-29 00:00:00,45.3,46.7,29,10,2023
13010.0,13213.0,3,2023-10-29 00:00:00,45.3,46.7,29,10,2023
976.0,158.0,4,2023-10-29 00:00:00,45.3,46.7,29,10,2023
0.0,0.0,5,2023-10-29 00:00:00,45.3,46.7,29,10,2023
8898.0,8136.5,6,2023-10-29 00:00:00,45.3,46.7,29,10,2023
7107.0,6327.5,7,2023-10-29 00:00:00,45.3,46.7,29,10,2023
7305.0,7802.0,8,2023-10-29 00:00:00,45.3,46.7,29,10,2023
2160.0,1597.0,9,2023-10-29 00:00:00,45.3,46.7,29,10,2023
4714.0,6483.0,10,2023-10-29 00:00:00,45.3,46.7,29,10,2023
4939.0,4577.0,11,2023-10-29 00:00:00,45.3,46.7,29,10,2023
16523.5,13937.0,12,2023-10-29 00:00:00,45.3,46.7,29,10,2023
7865.0,7631.5,13,2023-10-29 00:00:00,45.3,46.7,29,10,2023
1688.0,1766.5,14,2023-10-29 00:00:00,45.3,46.7,29,10,2023
560.0,809.5,15,2023-10-29 00:00:00,45.3,46.7,29,10,2023
906.0,888.5,1,2023-11-06 00:00:00,50.1,44.6,6,11,2023
0.0,1838.0,2,2023-11-06 00:00:00,50.1,44.6,6,11,2023
4180.0,9835.0,3,2023-11-06 00:00:00,50.1,44.6,6,11,2023
989.5,158.0,4,2023-11-06 00:00:00,50.1,44.6,6,11,2023
0.0,0.0,5,2023-11-06 00:00:00,50.1,44.6,6,11,2023
6669.0,8085.0,6,2023-11-06 00:00:00,50.1,44.6,6,11,2023
8484.5,7478.0,7,2023-11-06 00:00:00,50.1,44.6,6,11,2023
6831.0,7802.0,8,2023-11-06 00:00:00,50.1,44.6,6,11,2023
569.0,604.0,9,2023-11-06 00:00:00,50.1,44.6,6,11,2023
3004.0,5186.0,10,2023-11-06 00:00:00,50.1,44.6,6,11,2023
4377.0,3996.0,11,2023-11-06 00:00:00,50.1,44.6,6,11,2023
23595.0,10097.5,12,2023-11-06 00:00:00,50.1,44.6,6,11,2023
6461.5,10409.5,13,2023-11-06 00:00:00,50.1,44.6,6,11,2023
1027.0,1183.0,14,2023-11-06 00:00:00,50.1,44.6,6,11,2023
477.0,809.5,15,2023-11-06 00:00:00,50.1,44.6,6,11,2023
1301.0,888.5,1,2023-11-03 00:00:00,44.6,42.9,3,11,2023
0.0,1588.0,2,2023-11-03 00:00:00,44.6,42.9,3,11,2023
13010.0,14188.0,3,2023-11-03 00:00:00,44.6,42.9,3,11,2023
989.5,158.0,4,2023-11-03 00:00:00,44.6,42.9,3,11,2023
0.0,0.0,5,2023-11-03 00:00:00,44.6,42.9,3,11,2023
5433.5,7051.0,6,2023-11-03 00:00:00,44.6,42.9,3,11,2023
7172.5,8024.5,7,2023-11-03 00:00:00,44.6,42.9,3,11,2023
7787.0,7282.0,8,2023-11-03 00:00:00,44.6,42.9,3,11,2023
844.0,1057.0,9,2023-11-03 00:00:00,44.6,42.9,3,11,2023
4242.0,12856.0,10,2023-11-03 00:00:00,44.6,42.9,3,11,2023
4085.5,3912.0,11,2023-11-03 00:00:00,44.6,42.9,3,11,2023
20397.0,18472.0,12,2023-11-03 00:00:00,44.6,42.9,3,11,2023
7654.0,8002.0,13,2023-11-03 00:00:00,44.6,42.9,3,11,2023
1183.0,2982.0,14,2023-11-03 00:00:00,44.6,42.9,3,11,2023
665.0,1323.0,15,2023-11-03 00:00:00,44.6,42.9,3,11,2023
1544.5,0.0,1,2023-11-03 00:00:00,42.0,44.0,3,11,2023
0.0,601.0,2,2023-11-03 00:00:00,42.0,44.0,3,11,2023
0.0,0.0,3,2023-11-03 00:00:00,42.0,44.0,3,11,2023
0.0,0.0,4,2023-11-03 00:00:00,42.0,44.0,3,11,2023
0.0,0.0,5,2023-11-03 00:00:00,42.0,44.0,3,11,2023
4093.0,4457.5,6,2023-11-03 00:00:00,42.0,44.0,3,11,2023
8410.5,10411.5,7,2023-11-03 00:00:00,42.0,44.0,3,11,2023
7305.0,7282.0,8,2023-11-03 00:00:00,42.0,44.0,3,11,2023
0.0,0.0,9,2023-11-03 00:00:00,42.0,44.0,3,11,2023
4155.0,24475.0,10,2023-11-03 00:00:00,42.0,44.0,3,11,2023
4377.0,2426.0,11,2023-11-03 00:00:00,42.0,44.0,3,11,2023
0.0,5722.0,12,2023-11-03 00:00:00,42.0,44.0,3,11,2023
8034.5,9657.0,13,2023-11-03 00:00:00,42.0,44.0,3,11,2023
1027.0,656.0,14,2023-11-03 00:00:00,42.0,44.0,3,11,2023
0.0,0.0,15,2023-11-03 00:00:00,42.0,44.0,3,11,2023
1544.5,0.0,1,2023-11-03 00:00:00,44.2,42.5,3,11,2023
0.0,601.0,2,2023-11-03 00:00:00,44.2,42.5,3,11,2023
0.0,0.0,3,2023-11-03 00:00:00,44.2,42.5,3,11,2023
0.0,0.0,4,2023-11-03 00:00:00,44.2,42.5,3,11,2023
0.0,0.0,5,2023-11-03 00:00:00,44.2,42.5,3,11,2023
4093.0,4457.5,6,2023-11-03 00:00:00,44.2,42.5,3,11,2023
8410.5,10411.5,7,2023-11-03 00:00:00,44.2,42.5,3,11,2023
7305.0,7282.0,8,2023-11-03 00:00:00,44.2,42.5,3,11,2023
0.0,0.0,9,2023-11-03 00:00:00,44.2,42.5,3,11,2023
4155.0,24475.0,10,2023-11-03 00:00:00,44.2,42.5,3,11,2023
4377.0,2426.0,11,2023-11-03 00:00:00,44.2,42.5,3,11,2023
0.0,5722.0,12,2023-11-03 00:00:00,44.2,42.5,3,11,2023
8034.5,9657.0,13,2023-11-03 00:00:00,44.2,42.5,3,11,2023
1027.0,656.0,14,2023-11-03 00:00:00,44.2,42.5,3,11,2023
0.0,0.0,15,2023-11-03 00:00:00,44.2,42.5,3,11,2023
0.0,0.0,1,2023-11-02 00:00:00,46.3,43.1,2,11,2023
0.0,937.0,2,2023-11-02 00:00:00,46.3,43.1,2,11,2023
15366.0,15366.0,3,2023-11-02 00:00:00,46.3,43.1,2,11,2023
0.0,0.0,4,2023-11-02 00:00:00,46.3,43.1,2,11,2023
0.0,0.0,5,2023-11-02 00:00:00,46.3,43.1,2,11,2023
8060.0,10689.0,6,2023-11-02 00:00:00,46.3,43.1,2,11,2023
8372.5,4958.0,7,2023-11-02 00:00:00,46.3,43.1,2,11,2023
11358.0,7036.0,8,2023-11-02 00:00:00,46.3,43.1,2,11,2023
11711.0,11711.0,9,2023-11-02 00:00:00,46.3,43.1,2,11,2023
4445.0,19461.0,10,2023-11-02 00:00:00,46.3,43.1,2,11,2023
4466.5,2787.0,11,2023-11-02 00:00:00,46.3,43.1,2,11,2023
20397.0,12586.0,12,2023-11-02 00:00:00,46.3,43.1,2,11,2023
6412.0,8459.0,13,2023-11-02 00:00:00,46.3,43.1,2,11,2023
1183.0,1431.0,14,2023-11-02 00:00:00,46.3,43.1,2,11,2023
0.0,0.0,15,2023-11-02 00:00:00,46.3,43.1,2,11,2023
0.0,0.0,1,2023-11-02 00:00:00,53.3,43.7,2,11,2023
0.0,937.0,2,2023-11-02 00:00:00,53.3,43.7,2,11,2023
15366.0,15366.0,3,2023-11-02 00:00:00,53.3,43.7,2,11,2023
0.0,0.0,4,2023-11-02 00:00:00,53.3,43.7,2,11,2023
0.0,0.0,5,2023-11-02 00:00:00,53.3,43.7,2,11,2023
8060.0,10689.0,6,2023-11-02 00:00:00,53.3,43.7,2,11,2023
7238.0,4958.0,7,2023-11-02 00:00:00,53.3,43.7,2,11,2023
12652.0,9683.5,8,2023-11-02 00:00:00,53.3,43.7,2,11,2023
11711.0,11711.0,9,2023-11-02 00:00:00,53.3,43.7,2,11,2023
4445.0,19461.0,10,2023-11-02 00:00:00,53.3,43.7,2,11,2023
4466.5,2787.0,11,2023-11-02 00:00:00,53.3,43.7,2,11,2023
20397.0,12586.0,12,2023-11-02 00:00:00,53.3,43.7,2,11,2023
6836.5,9657.0,13,2023-11-02 00:00:00,53.3,43.7,2,11,2023
1183.0,1679.0,14,2023-11-02 00:00:00,53.3,43.7,2,11,2023
0.0,0.0,15,2023-11-02 00:00:00,53.3,43.7,2,11,2023
0.0,5278.0,1,2023-11-02 00:00:00,39.7,42.4,2,11,2023
0.0,1273.0,2,2023-11-02 00:00:00,39.7,42.4,2,11,2023
14188.0,14188.0,3,2023-11-02 00:00:00,39.7,42.4,2,11,2023
0.0,0.0,4,2023-11-02 00:00:00,39.7,42.4,2,11,2023
0.0,0.0,5,2023-11-02 00:00:00,39.7,42.4,2,11,2023
4198.0,4519.0,6,2023-11-02 00:00:00,39.7,42.4,2,11,2023
5858.0,5846.0,7,2023-11-02 00:00:00,39.7,42.4,2,11,2023
11053.0,9344.5,8,2023-11-02 00:00:00,39.7,42.4,2,11,2023
1588.0,1438.0,9,2023-11-02 00:00:00,39.7,42.4,2,11,2023
5420.0,14041.5,10,2023-11-02 00:00:00,39.7,42.4,2,11,2023
4466.5,2800.5,11,2023-11-02 00:00:00,39.7,42.4,2,11,2023
20397.0,18472.0,12,2023-11-02 00:00:00,39.7,42.4,2,11,2023
7865.0,8002.0,13,2023-11-02 00:00:00,39.7,42.4,2,11,2023
1136.5,4841.0,14,2023-11-02 00:00:00,39.7,42.4,2,11,2023
0.0,0.0,15,2023-11-02 00:00:00,39.7,42.4,2,11,2023
0.0,5278.0,1,2023-11-02 00:00:00,48.5,44.7,2,11,2023
0.0,1273.0,2,2023-11-02 00:00:00,48.5,44.7,2,11,2023
14188.0,14188.0,3,2023-11-02 00:00:00,48.5,44.7,2,11,2023
0.0,0.0,4,2023-11-02 00:00:00,48.5,44.7,2,11,2023
0.0,0.0,5,2023-11-02 00:00:00,48.5,44.7,2,11,2023
4198.0,4519.0,6,2023-11-02 00:00:00,48.5,44.7,2,11,2023
5858.0,5846.0,7,2023-11-02 00:00:00,48.5,44.7,2,11,2023
11053.0,9344.5,8,2023-11-02 00:00:00,48.5,44.7,2,11,2023
1588.0,1438.0,9,2023-11-02 00:00:00,48.5,44.7,2,11,2023
5420.0,14041.5,10,2023-11-02 00:00:00,48.5,44.7,2,11,2023
4466.5,2800.5,11,2023-11-02 00:00:00,48.5,44.7,2,11,2023
20397.0,18472.0,12,2023-11-02 00:00:00,48.5,44.7,2,11,2023
7865.0,8002.0,13,2023-11-02 00:00:00,48.5,44.7,2,11,2023
1136.5,4841.0,14,2023-11-02 00:00:00,48.5,44.7,2,11,2023
0.0,0.0,15,2023-11-02 00:00:00,48.5,44.7,2,11,2023
0.0,5278.0,1,2023-11-02 00:00:00,49.6,47.0,2,11,2023
0.0,1273.0,2,2023-11-02 00:00:00,49.6,47.0,2,11,2023
14188.0,14188.0,3,2023-11-02 00:00:00,49.6,47.0,2,11,2023
0.0,0.0,4,2023-11-02 00:00:00,49.6,47.0,2,11,2023
0.0,0.0,5,2023-11-02 00:00:00,49.6,47.0,2,11,2023
4198.0,4519.0,6,2023-11-02 00:00:00,49.6,47.0,2,11,2023
5858.0,5846.0,7,2023-11-02 00:00:00,49.6,47.0,2,11,2023
11053.0,9344.5,8,2023-11-02 00:00:00,49.6,47.0,2,11,2023
1588.0,1438.0,9,2023-11-02 00:00:00,49.6,47.0,2,11,2023
5420.0,14041.5,10,2023-11-02 00:00:00,49.6,47.0,2,11,2023
4466.5,2800.5,11,2023-11-02 00:00:00,49.6,47.0,2,11,2023
20397.0,18472.0,12,2023-11-02 00:00:00,49.6,47.0,2,11,2023
7865.0,8002.0,13,2023-11-02 00:00:00,49.6,47.0,2,11,2023
1136.5,4841.0,14,2023-11-02 00:00:00,49.6,47.0,2,11,2023
0.0,0.0,15,2023-11-02 00:00:00,49.6,47.0,2,11,2023
1115.0,994.5,1,2023-10-30 00:00:00,47.5,44.0,30,10,2023
1686.0,1588.0,2,2023-10-30 00:00:00,47.5,44.0,30,10,2023
11944.0,12477.0,3,2023-10-30 00:00:00,47.5,44.0,30,10,2023
976.0,0.0,4,2023-10-30 00:00:00,47.5,44.0,30,10,2023
0.0,0.0,5,2023-10-30 00:00:00,47.5,44.0,30,10,2023
7501.5,7207.0,6,2023-10-30 00:00:00,47.5,44.0,30,10,2023
6731.0,6327.5,7,2023-10-30 00:00:00,47.5,44.0,30,10,2023
8276.0,7933.0,8,2023-10-30 00:00:00,47.5,44.0,30,10,2023
2644.5,2957.0,9,2023-10-30 00:00:00,47.5,44.0,30,10,2023
4445.0,11135.0,10,2023-10-30 00:00:00,47.5,44.0,30,10,2023
6315.0,4438.0,11,2023-10-30 00:00:00,47.5,44.0,30,10,2023
16523.5,9836.5,12,2023-10-30 00:00:00,47.5,44.0,30,10,2023
7865.0,5580.0,13,2023-10-30 00:00:00,47.5,44.0,30,10,2023
1624.0,1684.0,14,2023-10-30 00:00:00,47.5,44.0,30,10,2023
0.0,0.0,15,2023-10-30 00:00:00,47.5,44.0,30,10,2023
1115.0,994.5,1,2023-10-30 00:00:00,43.0,39.0,30,10,2023
1686.0,1588.0,2,2023-10-30 00:00:00,43.0,39.0,30,10,2023
11944.0,12477.0,3,2023-10-30 00:00:00,43.0,39.0,30,10,2023
976.0,0.0,4,2023-10-30 00:00:00,43.0,39.0,30,10,2023
0.0,0.0,5,2023-10-30 00:00:00,43.0,39.0,30,10,2023
7501.5,7207.0,6,2023-10-30 00:00:00,43.0,39.0,30,10,2023
6731.0,6327.5,7,2023-10-30 00:00:00,43.0,39.0,30,10,2023
8276.0,7933.0,8,2023-10-30 00:00:00,43.0,39.0,30,10,2023
2644.5,2957.0,9,2023-10-30 00:00:00,43.0,39.0,30,10,2023
4445.0,11135.0,10,2023-10-30 00:00:00,43.0,39.0,30,10,2023
6315.0,4438.0,11,2023-10-30 00:00:00,43.0,39.0,30,10,2023
16523.5,9836.5,12,2023-10-30 00:00:00,43.0,39.0,30,10,2023
7865.0,5580.0,13,2023-10-30 00:00:00,43.0,39.0,30,10,2023
1624.0,1684.0,14,2023-10-30 00:00:00,43.0,39.0,30,10,2023
0.0,0.0,15,2023-10-30 00:00:00,43.0,39.0,30,10,2023
0.0,0.0,1,2023-10-28 00:00:00,43.1,45.4,28,10,2023
0.0,3046.0,2,2023-10-28 00:00:00,43.1,45.4,28,10,2023
0.0,0.0,3,2023-10-28 00:00:00,43.1,45.4,28,10,2023
976.0,0.0,4,2023-10-28 00:00:00,43.1,45.4,28,10,2023
0.0,0.0,5,2023-10-28 00:00:00,43.1,45.4,28,10,2023
5379.0,0.0,6,2023-10-28 00:00:00,43.1,45.4,28,10,2023
8413.0,8413.0,7,2023-10-28 00:00:00,43.1,45.4,28,10,2023
11030.0,8283.0,8,2023-10-28 00:00:00,43.1,45.4,28,10,2023
2957.0,2957.0,9,2023-10-28 00:00:00,43.1,45.4,28,10,2023
2417.5,18380.5,10,2023-10-28 00:00:00,43.1,45.4,28,10,2023
5317.0,7772.0,11,2023-10-28 00:00:00,43.1,45.4,28,10,2023
0.0,0.0,12,2023-10-28 00:00:00,43.1,45.4,28,10,2023
11603.5,0.0,13,2023-10-28 00:00:00,43.1,45.4,28,10,2023
1383.5,3831.0,14,2023-10-28 00:00:00,43.1,45.4,28,10,2023
0.0,0.0,15,2023-10-28 00:00:00,43.1,45.4,28,10,2023
1228.0,809.0,1,2023-10-25 00:00:00,43.3,43.1,25,10,2023
3360.0,2807.5,2,2023-10-25 00:00:00,43.3,43.1,25,10,2023
11082.0,11082.0,3,2023-10-25 00:00:00,43.3,43.1,25,10,2023
976.0,0.0,4,2023-10-25 00:00:00,43.3,43.1,25,10,2023
0.0,0.0,5,2023-10-25 00:00:00,43.3,43.1,25,10,2023
8372.5,5929.5,6,2023-10-25 00:00:00,43.3,43.1,25,10,2023
8021.0,4540.5,7,2023-10-25 00:00:00,43.3,43.1,25,10,2023
7055.0,7168.0,8,2023-10-25 00:00:00,43.3,43.1,25,10,2023
1814.0,1461.0,9,2023-10-25 00:00:00,43.3,43.1,25,10,2023
5450.0,7165.5,10,2023-10-25 00:00:00,43.3,43.1,25,10,2023
5287.0,4209.5,11,2023-10-25 00:00:00,43.3,43.1,25,10,2023
16066.0,13401.0,12,2023-10-25 00:00:00,43.3,43.1,25,10,2023
10701.0,12510.0,13,2023-10-25 00:00:00,43.3,43.1,25,10,2023
2133.0,2068.0,14,2023-10-25 00:00:00,43.3,43.1,25,10,2023
0.0,0.0,15,2023-10-25 00:00:00,43.3,43.1,25,10,2023
1228.0,1078.0,1,2023-10-26 00:00:00,46.6,42.4,26,10,2023
3360.0,3360.0,2,2023-10-26 00:00:00,46.6,42.4,26,10,2023
13246.5,14987.0,3,2023-10-26 00:00:00,46.6,42.4,26,10,2023
0.0,0.0,4,2023-10-26 00:00:00,46.6,42.4,26,10,2023
0.0,0.0,5,2023-10-26 00:00:00,46.6,42.4,26,10,2023
11338.5,8188.0,6,2023-10-26 00:00:00,46.6,42.4,26,10,2023
6746.0,4638.0,7,2023-10-26 00:00:00,46.6,42.4,26,10,2023
